Product ID,Product Name,Category,Sub-Category,Revenue,Profit,Units,Orders,Avg_Discount,Margin %,Revenue Share %,Profitability Quadrant
FUR-CH-10002126,Hon Deluxe Fabric Upholstered Stacking Chairs,Furniture,Chairs,2586.1879999999996,-48.796,15,4,0.275,-0.01886792452830189,0.0011257996828637179,High Revenue / Low Profit
FUR-CH-10002304,"Global Stack Chair without Arms, Black",Furniture,Chairs,901.506,44.166000000000004,44,7,0.17142857142857143,0.048991354466858796,0.0003924367327122927,High Revenue / High Profit
FUR-CH-10002317,Global Enterprise Series Seating Low-Back Swivel/Tilt Chairs,Furniture,Chairs,207.184,25.898,1,1,0.2,0.125,9.018976249771345e-05,Low Revenue / Low Profit
FUR-CH-10002320,Hon Pagoda Stacking Chairs,Furniture,Chairs,6483.796,1540.704,22,4,0.1,0.2376237623762376,0.0028224767420439055,High Revenue / High Profit
FUR-CH-10002331,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,Furniture,Chairs,7582.374,832.9932000000001,24,6,0.13333333333333333,0.10985915492957748,0.0033007013583521774,High Revenue / High Profit
FUR-CH-10002335,Hon GuestStacker Chair,Furniture,Chairs,6936.102,1233.0848,34,9,0.1111111111111111,0.17777777777777778,0.00301937114854388,High Revenue / High Profit
FUR-CH-10002372,Office Star - Ergonomically Designed Knee Chair,Furniture,Chairs,1311.876,-42.1096,19,7,0.17142857142857143,-0.03209876543209877,0.0005710758787669431,High Revenue / Low Profit
FUR-CH-10002439,"Iceberg Nesting Folding Chair, 19w x 6d x 43h",Furniture,Chairs,1589.406,253.8392,31,6,0.11666666666666668,0.15970695970695972,0.0006918881267493664,High Revenue / High Profit
FUR-CH-10002602,DMI Arturo Collection Mission-style Design Wood Chair,Furniture,Chairs,4619.987999999999,486.15560000000005,37,11,0.19090909090909092,0.10522875816993467,0.0020111380244723824,High Revenue / High Profit
FUR-CH-10002647,"Situations Contoured Folding Chairs, 4/Set",Furniture,Chairs,3641.274,234.234,64,15,0.18000000000000002,0.06432748538011697,0.0015850916926456629,High Revenue / High Profit
FUR-CH-10002758,"Hon Deluxe Fabric Upholstered Stacking Chairs, Squared Back",Furniture,Chairs,1268.696,73.194,7,2,0.25,0.057692307692307696,0.0005522790897067296,High Revenue / High Profit
FUR-CH-10002774,"Global Deluxe Stacking Chair, Gray",Furniture,Chairs,764.7,76.9798,19,7,0.21428571428571427,0.10066666666666665,0.0003328833856958138,High Revenue / High Profit
FUR-CH-10002780,Office Star - Task Chair with Contemporary Loop Arms,Furniture,Chairs,600.4680000000001,47.3096,8,2,0.15000000000000002,0.07878787878787878,0.00026139116103307693,High Revenue / High Profit
FUR-CH-10002880,"Global High-Back Leather Tilter, Burgundy",Furniture,Chairs,5436.158,-474.7414,54,14,0.18571428571428572,-0.08733031674208144,0.002366426938953032,High Revenue / Low Profit
FUR-CH-10002961,"Leather Task Chair, Black",Furniture,Chairs,1437.484,54.588,19,6,0.19999999999999998,0.0379746835443038,0.0006257545976246385,High Revenue / High Profit
FUR-CH-10002965,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",Furniture,Chairs,5989.204,267.3034,39,10,0.22727272727272727,0.04463087248322148,0.0026071747157616195,High Revenue / High Profit
FUR-CH-10003061,"Global Leather Task Chair, Black",Furniture,Chairs,1448.839,63.8929,19,8,0.1375,0.044099378881987575,0.0006306975698288702,High Revenue / High Profit
FUR-CH-10003199,Office Star - Contemporary Task Swivel Chair,Furniture,Chairs,1842.268,155.372,20,6,0.18333333333333335,0.08433734939759037,0.0008019620886609853,High Revenue / High Profit
FUR-CH-10003298,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",Furniture,Chairs,3680.538,-491.175,35,9,0.18888888888888888,-0.13345195729537368,0.001602183798381194,High Revenue / Low Profit
FUR-CH-10003312,Hon 2090 Pillow Soft Series Mid Back Swivel/Tilt Chairs,Furniture,Chairs,5282.424,-989.0496,24,6,0.21666666666666667,-0.1872340425531915,0.0022995046237751057,High Revenue / Low Profit
FUR-CH-10003379,Global Commerce Series High-Back Swivel/Tilt Chairs,Furniture,Chairs,7979.4400000000005,926.1850000000001,33,9,0.16666666666666666,0.11607142857142858,0.0034735491083517775,High Revenue / High Profit
FUR-CH-10003396,Global Deluxe Steno Chair,Furniture,Chairs,1770.54,-216.31380000000001,29,10,0.21000000000000002,-0.12217391304347827,0.0007707380014513745,High Revenue / Low Profit
FUR-CH-10003535,"Global Armless Task Chair, Royal Blue",Furniture,Chairs,1396.442,-20.733200000000004,28,8,0.175,-0.014847161572052405,0.0006078885064572167,High Revenue / Low Profit
FUR-CH-10003606,SAFCO Folding Chair Trolley,Furniture,Chairs,705.32,151.3232,6,3,0.16666666666666666,0.21454545454545454,0.00030703453589508485,High Revenue / High Profit
FUR-CH-10003746,Hon 4070 Series Pagoda Round Back Stacking Chairs,Furniture,Chairs,5906.032,1052.8144,21,7,0.14285714285714285,0.1782608695652174,0.0025709689135449436,High Revenue / High Profit
FUR-CH-10003761,Global Italian Leather Office Chair,Furniture,Chairs,969.252,204.3288,8,2,0.15,0.21081081081081082,0.0004219274059793891,High Revenue / High Profit
FUR-CH-10003774,"Global Wood Trimmed Manager's Task Chair, Khaki",Furniture,Chairs,4166.884,-503.1194,59,14,0.2285714285714286,-0.12074235807860262,0.001813896238684079,High Revenue / Low Profit
FUR-CH-10003817,"Global Value Steno Chair, Gray",Furniture,Chairs,2204.862,245.99699999999999,43,10,0.16,0.11157024793388429,0.0009598037499045943,High Revenue / High Profit
FUR-CH-10003833,Novimex Fabric Task Chair,Furniture,Chairs,1890.3799999999999,-131.107,39,9,0.1888888888888889,-0.06935483870967743,0.0008229058384355333,High Revenue / Low Profit
FUR-CH-10003846,Hon Valutask Swivel Chairs,Furniture,Chairs,1242.054,139.3524,13,4,0.07500000000000001,0.1121951219512195,0.0005406814969753215,High Revenue / High Profit
FUR-CH-10003956,Novimex High-Tech Fabric Mesh Task Chair,Furniture,Chairs,922.74,-133.4424,16,4,0.15000000000000002,-0.14461538461538462,0.0004016801560310647,High Revenue / Low Profit
FUR-CH-10003968,Novimex Turbo Task Chair,Furniture,Chairs,1341.5220000000002,-32.6508,22,6,0.13333333333333333,-0.024338624338624333,0.0005839811499220865,High Revenue / Low Profit
FUR-CH-10003973,GuestStacker Chair with Chrome Finish Legs,Furniture,Chairs,9070.944,773.2608,31,8,0.225,0.08524590163934427,0.003948694324803358,High Revenue / High Profit
FUR-CH-10003981,Global Commerce Series Low-Back Swivel/Tilt Chairs,Furniture,Chairs,4420.056,41.1168,24,7,0.2714285714285714,0.009302325581395349,0.0019241051474370285,High Revenue / Low Profit
FUR-CH-10004063,Global Deluxe High-Back Manager's Chair,Furniture,Chairs,8665.194,1558.5910000000001,35,8,0.1875,0.17986798679867988,0.003772066321996928,High Revenue / High Profit
FUR-CH-10004086,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,Furniture,Chairs,8430.997,1388.6348,34,8,0.1875,0.1647058823529412,0.003670117465870601,High Revenue / High Profit
FUR-CH-10004218,"Global Fabric Manager's Chair, Dark Gray",Furniture,Chairs,3150.576,499.851,35,9,0.13333333333333333,0.15865384615384615,0.0013714847728154493,High Revenue / High Profit
FUR-CH-10004287,SAFCO Arco Folding Chair,Furniture,Chairs,11572.78,1179.374,53,13,0.2,0.10190930787589499,0.00503777453682856,High Revenue / High Profit
FUR-CH-10004289,Global Super Steno Chair,Furniture,Chairs,2389.902,-1.7763568394002505e-15,30,7,0.14285714285714285,-7.432760169246482e-19,0.0010403539548073711,High Revenue / Low Profit
FUR-CH-10004477,"Global Push Button Manager's Chair, Indigo",Furniture,Chairs,2185.951,283.7474,44,9,0.2,0.12980501392757662,0.000951571557271021,High Revenue / High Profit
FUR-CH-10004495,"Global Leather and Oak Executive Chair, Black",Furniture,Chairs,6410.874,854.7832000000001,26,8,0.175,0.13333333333333336,0.002790732891838975,High Revenue / High Profit
FUR-CH-10004540,Global Chrome Stack Chair,Furniture,Chairs,815.864,15.0832,32,6,0.26666666666666666,0.018487394957983194,0.00035515570888888375,High Revenue / Low Profit
FUR-CH-10004626,Office Star Flex Back Scooter Chair with Aluminum Finish Frame,Furniture,Chairs,1947.1770000000001,413.649,20,6,0.05000000000000001,0.21243523316062174,0.0008476302763293025,High Revenue / High Profit
FUR-CH-10004675,"Lifetime Advantage Folding Chairs, 4/Carton",Furniture,Chairs,5212.112,972.6368,27,7,0.14285714285714285,0.18661087866108786,0.002268896938911703,High Revenue / High Profit
FUR-CH-10004698,"Padded Folding Chairs, Black, 4/Carton",Furniture,Chairs,1830.148,80.97999999999999,30,8,0.225,0.04424778761061947,0.0007966861024773403,High Revenue / High Profit
FUR-CH-10004754,"Global Stack Chair with Arms, Black",Furniture,Chairs,803.464,125.0166,31,7,0.14285714285714285,0.15559701492537312,0.0003497578352356497,High Revenue / High Profit
FUR-CH-10004853,"Global Manager's Adjustable Task Chair, Storm",Furniture,Chairs,2959.208,493.7046,23,6,0.11666666666666665,0.16683673469387755,0.0012881799110999576,High Revenue / High Profit
FUR-CH-10004860,Global Low Back Tilter Chair,Furniture,Chairs,1746.9540000000002,-246.3912,21,8,0.1875,-0.14104046242774565,0.0007604707233880537,High Revenue / Low Profit
FUR-CH-10004875,Harbour Creations 67200 Series Stacking Chairs,Furniture,Chairs,1501.8980000000001,254.8244,24,8,0.1375,0.1696682464454976,0.000653794810003624,High Revenue / High Profit
FUR-CH-10004886,Bevis Steel Folding Chairs,Furniture,Chairs,1775.075,117.059,24,6,0.21666666666666667,0.06594594594594594,0.0007727121431463274,High Revenue / High Profit
FUR-CH-10004983,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,Furniture,Chairs,4185.48,342.88739999999996,31,5,0.16,0.08192307692307692,0.0018219913079143644,High Revenue / High Profit
FUR-CH-10004997,Hon Every-Day Series Multi-Task Chairs,Furniture,Chairs,6748.482,281.96999999999997,43,10,0.16,0.04178272980501392,0.0029376978376713177,High Revenue / High Profit
FUR-FU-10000010,"DAX Value U-Channel Document Frames, Easel Back",Furniture,Furnishings,175.938,52.4832,36,10,0.06,0.2983050847457627,7.658799151634638e-05,Low Revenue / High Profit
FUR-FU-10000023,Eldon Wave Desk Accessories,Furniture,Furnishings,236.77800000000002,88.35,45,9,0.19999999999999998,0.3731343283582089,0.0001030723974085045,Low Revenue / High Profit
FUR-FU-10000073,Deflect-O Glasstique Clear Desk Accessories,Furniture,Furnishings,124.74,37.037,17,3,0.06666666666666667,0.2969135802469136,5.4300867701969146e-05,Low Revenue / Low Profit
